Position,title,link
139.0,Prices of Liquefied Natural Gas Products in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=S_xL9ZJxnjByd24KdkwikRBVUcM90gX1LOKIxwHgiCw
140.0,"Percent of Pupils in Government Schools by Region, Citizenship, Gender and Educational Stage",https://admin.bayanat.ae/Home/DatasetInfo?dID=8Og0byTAHAcK_t7g_d0-dYj0DW4NhLbGRL5IWFsYbO0
141.0,"Percent of Pupils in Private Schools by Region, Citizenship, Gender, and Educational Stage",https://admin.bayanat.ae/Home/DatasetInfo?dID=_KEZjhiybYC5DRKbUokTwXb5ajMUSjOrxUTE_fh1xLo
142.0,Percent of Pupils Enrolled in Private Education to All Pupils by Region,https://admin.bayanat.ae/Home/DatasetInfo?dID=6nnjW8OvXTT3GfeA3gvHCD5PrNO2m59ru7_A7vbsqWU
143.0,Value of Re-exports Through the Ports of the Emirate of Abu Dhabi by Continent,https://admin.bayanat.ae/Home/DatasetInfo?dID=nZWw2aW4_gQH9b9a0r0hNmNVJgN2i7ZJL9f3cmDA1o4
144.0,Value of Goods Imported through the Emirate of Abu Dhabi Ports by Mode of Shipping,https://admin.bayanat.ae/Home/DatasetInfo?dID=BLrjSFruYm-V5ixwnZVfpbFVg4mpfgZvdLbkn3cbz0w
145.0,Value of Re-exports Through the Ports of the Emirate of Abu Dhabi by Mode of Shipping,https://admin.bayanat.ae/Home/DatasetInfo?dID=lkxWGNrZ22RxUkGqEKbw89Y-OfiRv5rPA_BnNb2uG-A
146.0,Value of Re-exports through the Ports of the Emirate of Abu Dhabi to GCC Countries,https://admin.bayanat.ae/Home/DatasetInfo?dID=RIPZUD9Hyh87SJBw_AFQ2AIe31TsLC-4qfn39Kir8Dw
147.0,Value of Goods Imported through Abu Dhabi Ports from GCC Countries by GCC Country,https://admin.bayanat.ae/Home/DatasetInfo?dID=owFljMyftAmIkhFpyz_JDQH9myOG6xlSmJoRFcPbw0k
148.0,Vessel Turnarounds in Zayed Port,https://admin.bayanat.ae/Home/DatasetInfo?dID=g47M-5vEC5OomeQRRI1uXCc16Ifq_fLBd8KIrlIIOyE
149.0,Consumer Price Index (CPI) by Household Welfare Level per Year in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=gnnmPXPOcW3lcZoyXour_6pb2ptaTVRJ2JubvUjS354
150.0,Contribution of Expenditure Groups to Overall Annual (Percent) Change in 2016 Price Compared to 2015,https://admin.bayanat.ae/Home/DatasetInfo?dID=zM6OyqYw6fiLuTku6AQD16qcYOoOL9CCCnWBZguKSLs
151.0,Crude Birth Rate by Citizenship and Region in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=yfdlj_zgWABu77WSt8kXUjnOeErx3B60fyE5A0Y3ZPw
152.0,"Crude Oil Prices by Type of Crude, Emirate, and Year for Abu Dhabi Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=ETJk8Z9z2uqn-yUt1jfZuMN8-noB_S4WoCPOtkgAF2g
153.0,"Daily Solar Radiation, Average, Minimum, and Maximum per Month for Abu Dhabi",https://admin.bayanat.ae/Home/DatasetInfo?dID=LXaAhGUmsvTkcB3m7VdqzKLIokchrxd5gUbHzMg2VC0
154.0,"Daily Solar Radiation, Average, Minimum, and Maximum per Month for Al Ain",https://admin.bayanat.ae/Home/DatasetInfo?dID=RpkAYLZVU6jgq5KBxj3IGcTqs9GU-sKzQ9d_KKz3oGo
155.0,"Daily Solar Radiation, Average, Minimum, and Maximum per Month for Al Dhafra",https://admin.bayanat.ae/Home/DatasetInfo?dID=Hg2gVFcKFc47SNaWt8xm0GHn74RrlsSrgJm2Hca0BKQ
156.0,"Daily Solar Radiation, Average, Minimum, and Maximum per Month for The Islands",https://admin.bayanat.ae/Home/DatasetInfo?dID=n4pjuJ10wq6oDc1eKLUsXNllCSgS07ckCdyrIoKOXgE
157.0,Employee Compensation Annual Growth Rate by Economic Activity at Current Prices (Percent) 2013-2016,https://admin.bayanat.ae/Home/DatasetInfo?dID=RS33LWitM3CjE4HyewogmOfiJ4-ZkPQdkoGkIosNnfU
158.0,Gross Domestic Product Annual Growth Rate by Economic Activity at Current Price (Percent) 2013-2016,https://admin.bayanat.ae/Home/DatasetInfo?dID=HSwY-r3-8z5xYpxjYBZZmzGHVIuMcoW4iSrJYzQYg7A
159.0,Gross Output and Value Added to Manufacturing Activity by Year and Activity Type in Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=N4vVT_El2vHnOMdnJs9camwQHOV8FoGewcSDmZErHRU
160.0,Guests per Year at Abu Dhabi Hotel Establishments by Guest Nationality and Hotel Classification,https://admin.bayanat.ae/Home/DatasetInfo?dID=XoEr1EEJqRKUVxED7m9cKnzagY82GL_CHb5KWKxMQww
161.0,Hotel Establishment Indicators by Type of Hotel for Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=lEMIpaSIKCvO-2rm0rZ55qUQG9OOarEVn01qiS5Sj-8
162.0,"Illiteracy Rate Among Population (15-24 Years) by Year, Citizenship, and Gender for Abu Dhabi Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=uENvqme3hlUZeVPjmfaCGt2eb3rJa-MUWNFMOnO0KMI
163.0,Indicators for Foreign Trade at Abu Dhabi Ports Expressed as a Percentage of GDP at Current Prices,https://admin.bayanat.ae/Home/DatasetInfo?dID=DS0ujkfOfoBPUfb7LsHBrUW2WQk_S7kTgw35e4QuQTw
164.0,Industrial Producer Price Index per Year by Economic Activity and Weight of Base Year for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=XtHWbMfz0yaTo_9emFzj3YpG7FCIQmWftnCTbaAAM9s
165.0,Industrial Production Index per Year by Economic Activity and Weight of Base Year for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=gTKcXepU5WEVuWqGny6RjgPj7V_G9cMKva3pLpeawi0
166.0,Information and Communication Technology Indicators by Year for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=2WjdZb-G8pdtF4e8stHOcpzyzAPK-jKh0SUyVSGKnjQ
167.0,Key Indicators for Re-Exports by Type of Good and Year for the Emirate of Abu Dhabi Ports,https://admin.bayanat.ae/Home/DatasetInfo?dID=VZusNlArzvM8NPYorJOPp6PabMj-UbSOtjJ5jAEN4ww
168.0,Key Indicators of Non-oil Exports of Goods by Type of Good and Year of the Emirate of Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=BlpmFiWXIUdGe1fDby6iT6GaiKbe6bHYmRpSQ6qdP8E
169.0,Key Statistics and Indicators of the Basic Manufacturing Activity by Year in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=JqshUSx5ggA4CPT9eRIE4wKT5-Z_BriDFIdaBael0SM
170.0,Number of Daily Distributed Local Newspapers by Month and Year in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=KoqdwwxQIlG56ffK4LUKsmed5X69QpTjRntz6xPdXpE
171.0,Number of Guests per Year at Abu Dhabi Hotel Establishments by Guest Nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=aRjT7nVB15sRSKyc561P8ctvKa82Ra4q-h-qXUchvAc
172.0,Value of Goods Imported by Continent Through the Ports of Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=Wx1gyOIcPfNpOWKGPqlfhqGT5oMgPq63E8Fuh15UWJ4
173.0,Total Mail Cargo Coming In and Going Out of Abu Dhabi International Airport by Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=H4hByUyHD7pgxMhQyYUAmwp9bw20bOiQp_mY6GqPsho
174.0,"Total Guest Nights at Abu Dhabi Hotel Establishments by Nationality, Classification, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=RCdntmeVORmouCkZk_90hTNoSZkXQs_wL0e1l0IpYNQ
175.0,Value of Imported Goods per Year by Utilization of Items for Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=ghoLoR5JM2HPYUardixrzrYhfZmRJhzuTEHzrYB-538
176.0,Value of Goods Imported through Abu Dhabi Ports by Sections of Harmonized System per Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=cOaWefTTZ0rax9jgvyoIFQXG7JCyVwfyYqkH5nfCVyM
177.0,Total Guest Nights at Abu Dhabi Hotel Establishments by Guest Nationality and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=E147j5Xy2tvOcIkuwIx_J99nvk_2YZBlyRFGbG7MOr0
178.0,"Percentage Distribution of Population by Citizenship, Gender and Wide Age Group",https://admin.bayanat.ae/Home/DatasetInfo?dID=_xjNYO95gONRoMaVWx0oITGBwaiBZNZX2UzTJg_vEZo
179.0,"Average Relative Humidity in Abu Dhabi Emirate by Month, Region, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=_L0uqL8eN2beahvz8kwwfM8DaAYLNk_xzZIwx6j3qtU
180.0,"Number of Higher Education Students per Academic Year by Citizenship, Sector, and Gender",https://admin.bayanat.ae/Home/DatasetInfo?dID=SSqZne-AYi7x75hVPjhnMKH3B-glViPGbYp-olN0-ww
181.0,Number of Private and Government Higher Education Institutions by Sector and Academic Year in Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=rnyqyLKSjQRHrGrsZbVns1ysomS20XrW5F68IbgPVXc
182.0,Total Freight Cargo Coming In and Going Out of Abu Dhabi International Airports by Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=DVKnwo2efuzqXjYrkdSZ_RnPaksQDEaHug_K7kpov4o
183.0,Distribution of Employed Population Estimates (15 Years and Over) by Main Occupation and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=uHDeEg2lJm001SHXB5u7lbbLuGwoDU67dhgrTFJ5MAM
184.0,General Indicators for the Business Environment in Abu Dhabi Emirate by Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=HgVzIPWH73vh0lNgtDloGkqfK_6dpfTso0y7ME8cT74
185.0,"Number of Teachers in Abu Dhabi by Education Stage, Citizenship, Gender, Region and Education Sector",https://admin.bayanat.ae/Home/DatasetInfo?dID=kF64AiiboHr-ydsDF2OCCTkQeK9AYW1ko9cPHTvH-CM
186.0,"Schools, Classrooms, Pupils, Teachers, Administrators in Government and Private Education Abu Dhabi",https://admin.bayanat.ae/Home/DatasetInfo?dID=pIXQVoBl8gYom7sZp1c1SaFeQWWU4fgt0NFokU_KcBo
187.0,Unemployment Rate by Gender and Years for Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=5e5fkpIsiGkAiU21z8f0Us14GWw_8uHr7QX1Afnp9ss
188.0,Percentage Distribution of Public Expenditures by Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=2NYzuPiitvg9nKXcasc1tvaMh4RDJSOyc5Xw4T_8iEM
189.0,Percentage Distribution of Public Expenditures,https://admin.bayanat.ae/Home/DatasetInfo?dID=qXbc-JQ8Wk10MLR4l6qBQHXfUPiL6ENeZHsfDzg7YjU
190.0,Quantity and Value of Fish Caught by Major Fish Families for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=QJUy8-o8Iuuqw4b5G1gRvQ5u1HnWJhymCaNwq8IL1c0
191.0,Volatile Organic Compounds Emissions in the Water and Electricity Production Sector for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=jJs3AXeNVVn_Ul4aXbPrrjilwqoiJ445bs-tr8dinQc
192.0,Volatile Organic Compounds Emissions in the Oil and Gas Sector for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=jgBtgCAPRWXz2DST9BZnFqREzNGL3oXxsDED7RrXT0Q
193.0,"Other Emissions,Water and Electricity Production Sector",https://admin.bayanat.ae/Home/DatasetInfo?dID=UoiMXUZrjmlNLdvkPJ_5TAwE4Z5idazT9PaNGNk0H4k
194.0,Carbon Dioxide Emissions of Oil and Gas Production Sector by Source and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=yk1Aa4oJz320JgoVieTeyOn50SfzDDF2gMQAQVNV58E
195.0,Per Capita Carbon Dioxide Emissions in Oil and Gas Sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=Kyca71-NwvtErlJgnX2fU3bq5AJ6E3oa_O3Z4EincSE
196.0,"Per Capita Air Pollutant Total Emissions,Oil and Gas Sector",https://admin.bayanat.ae/Home/DatasetInfo?dID=LvfpYcrvacOOCQtltP0NeCobjoP6aNKQjOcw67GW71w
197.0,"Nitrogen Oxides Emissions, Oil and Gas Sector",https://admin.bayanat.ae/Home/DatasetInfo?dID=hFYypZM-iIPlwpIspzoP8CW3by1jUMfj5XS3NFArgso
198.0,"Air Pollution in Abu Dhabi Emirate by Source (Production Sector), Pollutant, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=8aHhXctn5IRK_h9wRa_QTSu8rUlzAS6dfkDBurCDF0s
199.0,"Production, Consumption and Planned Capacity of Desalinated Water for Abu Dhabi Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=Fp07BlixJCAZ4MZaBVgSbBFG-T2wQvq_TEPeAQyKzqU
200.0,Length of Water and Electricity Transmission Networks by Region in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=athap3TK9JbrIgBVQbZZM08DZohZQhJ-maVnJSbYylo
201.0,Capacity at Conventional Wastewater Treatment Plants by Region for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=wJHwLf5q99WXlfQ6kGmo2lbPJ2vJwNpFFLJ2k3rO2PQ
202.0,Amount of Water from Non-Conventional Water Resources by Type for Abu Dhabi,https://admin.bayanat.ae/Home/DatasetInfo?dID=36qUr8YsNV4mrEFUwbD0dRlbpuAcLF5tmnbqX4wYUNs
203.0,Annual Consumption of Desalinated Water in Abu Dhabi Emirate by Region and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=3zxa5tX5E_xnypmUBfXzPpF9jQQzAw-ryezebxv3rBo
204.0,Price Indices for Construction Cost Index (CCI) groups in Abu Dhabi Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=LMh0hFUNn66HsdtB6YF0UcwrsJkIMv9I0qVkmvSHMm0
205.0,Non-Hazardous Solid Waste Generation by Region and Source Activity,https://admin.bayanat.ae/Home/DatasetInfo?dID=DkZoPYBv6NOzzTO_lmpzEh_5SiGoFg145CMs035auUU
206.0,Developers registered in Dubai Land Department,https://admin.bayanat.ae/Home/DatasetInfo?dID=ooAyohk30dgYdJuLkkjXJm1q3ZrO89c6PIWIOhmngeE
207.0,Bus Ridership,https://admin.bayanat.ae/Home/DatasetInfo?dID=sDQcFjfQ-G5Ea9RP0m7Udz7DckHe7K50P7GFhb8dTGg
208.0,Real-estate offices,https://admin.bayanat.ae/Home/DatasetInfo?dID=W8vbXSvA7rlHpjbZTUjO3SzfBoZ21R-XzqXAlKzJWIs
209.0,Bus Stations,https://admin.bayanat.ae/Home/DatasetInfo?dID=D0zzBpN3S2_fFDIoa98ynwRmohLkbZWgiOlsJYhAzbg
210.0,Ridership in Water-buses,https://admin.bayanat.ae/Home/DatasetInfo?dID=8knKAVTHSbS72c6ua9ejnGr0L4KmKruy7A07o4bBfYk
211.0,Marine Lines,https://admin.bayanat.ae/Home/DatasetInfo?dID=1cs2IRUxS_suOPg03xZR813CPMrCqKVZLfWzRbID6aI
212.0,Marine Stations in dubai,https://admin.bayanat.ae/Home/DatasetInfo?dID=_DjZn6GBhzdD5tS7CKmBcEKooKzsX76hPU2jgx4fLmQ
213.0,Valuations list,https://admin.bayanat.ae/Home/DatasetInfo?dID=Gvk4pzyxUqe-7sCAaLjowAD-6KB26XyGD3XqmXtd9eg
214.0,Bus Routes,https://admin.bayanat.ae/Home/DatasetInfo?dID=dyihDnHaMzP09pKnGK8woFfx-G-tIcpKQ1AOem5Qij8
215.0,Lands registered in Dubai Land Department,https://admin.bayanat.ae/Home/DatasetInfo?dID=basIQBbZTw3WA1HuOsIKWSPyc7PB3PMqSyITpcQzOgA
216.0,Initial Approval Partners,https://admin.bayanat.ae/Home/DatasetInfo?dID=GK85babviYKnttby1tkSzBTOfJi7xf-lVnCKQpCQdqg
217.0,Inspection Report Detail,https://admin.bayanat.ae/Home/DatasetInfo?dID=OVTViomdsiEefSxh_Cx4h_aGeVDuG-9vQdobkMdR80c
218.0,Commerce Registry Activities,https://admin.bayanat.ae/Home/DatasetInfo?dID=5Ti4ggSIQm6SyaN53WmdYDnmKHZmF33HEQbuQ2HRFU0
219.0,Permits,https://admin.bayanat.ae/Home/DatasetInfo?dID=VXd8xHP1g7lw4mSEZI0we2xeKy5GAOhMxhzxNMQGFmQ
220.0,License Partners,https://admin.bayanat.ae/Home/DatasetInfo?dID=uEwkZe3Z7EzVxza_dczNwH6xkbqY6VLW685Tq4SYDDs
221.0,Brokers registration,https://admin.bayanat.ae/Home/DatasetInfo?dID=MZjMGGjKjSeTXeF9S1KVGpuNURhtZVGzxLp7RQj6Skg
222.0,Water Consumption,https://admin.bayanat.ae/Home/DatasetInfo?dID=8R2N3QC1V8ucwai-d5OIEhmWasYcJsFgdRAYC3X3pmU
223.0,Shams Dubai,https://admin.bayanat.ae/Home/DatasetInfo?dID=0FKMLcW3GgQd2xuty_HmplKsrtG2BrRmALThNr1Xb4k
224.0,list of customers' Move in new locations,https://admin.bayanat.ae/Home/DatasetInfo?dID=lxTtJQdbTSOnLizEAvzx9oMDr338Rrl-8hICEA4EN-k
225.0,Move out (Final Bill requests),https://admin.bayanat.ae/Home/DatasetInfo?dID=2o8VtwTBnm2ffZSeFizQdh4lWpavIZPrh8u_WhcnmiI
226.0,Water connection,https://admin.bayanat.ae/Home/DatasetInfo?dID=AE_pc-Y68sWY4j7zWil3Nigg5pGxgSFmPIjw3GfcXJk
227.0,Metro Ridership,https://admin.bayanat.ae/Home/DatasetInfo?dID=G3SdxkJcj6UMRQcP5ShNI0jgTbSIGvuLZjCBY-vE0ZE
228.0,Metro Stations,https://admin.bayanat.ae/Home/DatasetInfo?dID=FfjX5oux84y0b7c2hdzRSyPaILLQu5GE_piJkzHsSCw
229.0,List of Service Centers professions,https://admin.bayanat.ae/Home/DatasetInfo?dID=fb_57FFmlzaY2KjU5WzthucXvbd69S1KtTUPQTme1OI
230.0,List of countries with International Organization for Standardization (ISO) code,https://admin.bayanat.ae/Home/DatasetInfo?dID=mfi4xuPl-bqvh9gTxyyZZL-yTIqGJRkPEnFIRk1mLV0
231.0,Passport Types,https://admin.bayanat.ae/Home/DatasetInfo?dID=qQo77LMno3y5ndgIfUjey1D4MI8h5waLSoRyxrbhWlA
232.0,Visa Types,https://admin.bayanat.ae/Home/DatasetInfo?dID=nyRqvfCtsRU4Me8gdCaqGx7ka4z19pMNDROTuG7nQYU
233.0,Dewa Customer Happiness Center Information,https://admin.bayanat.ae/Home/DatasetInfo?dID=NF5pWd4h2hL_DzkFlb_Xo4Ws49v4sBff42FhO1kR1i8
234.0,Electricity Consumption,https://admin.bayanat.ae/Home/DatasetInfo?dID=pTbrFrxRPVJPJqABPXeNakyPFJnjeCEReonLCsJcw8k
235.0,E-Ticketing Tickets,https://admin.bayanat.ae/Home/DatasetInfo?dID=vhNgX9PB55QKyXahKGjrLwQQR7vzEwA-6LIpNRgozCE
236.0,Academic Bridge Program Completion Rates,https://admin.bayanat.ae/Home/DatasetInfo?dID=nzBCKRcullaXp3IuUE9DjKMpGMAg7vA8IhOi_Tp_4A4
237.0,Academic Bridge Program Students Numbers,https://admin.bayanat.ae/Home/DatasetInfo?dID=Bf4C9yXCF4qRk3SrYf-O97xESlP1MhvC9deyccBfT0Y
238.0,Baccalaureate Program Retention Rate by Level Entry Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=sQ0oUUxLZ5JrVNRaB3KI5n2dK95nPDbFLdInCtQ9c6w
239.0,Faculty Publications by Research Category,https://admin.bayanat.ae/Home/DatasetInfo?dID=3Ej5U9c9qvAtk7FziC4cnvJ4rzuJF0lggvwsyeSzDY4
240.0,Graduate Program - Degrees Awarded by Program and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=34Z9vnk0D7V2Jt6xJyofRjwSh7LCoJE525cBRtoUT3s
241.0,Graduate Enrollment - Registered Headcount by Program and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=gMeTArBdJZxM7X4FyzWwRfCZqFKe3Io2-18Jmwp0hHI
242.0,Retention Rate by Level Entry Type and Nationality Category,https://admin.bayanat.ae/Home/DatasetInfo?dID=m0wxX5cdlWUhX9bwABxmKzHWuVlHPkGdWHa9jcmSpAI
243.0,Students Completed Undergraduate Degree Requirements Counts,https://admin.bayanat.ae/Home/DatasetInfo?dID=mUVqfwRRrkP_Rf0_GRpfSGUuEKrgNqtX5RE_-myFQDA
244.0,Undergraduate - Student Headcount by Program and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=E0JXu7HmJx7us8xMb7R2ogtMYPayoITCeYhTsA-ad1I
245.0,Undergraduate Degree Awarded by Degree and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=36ks1sOjlv8KyMQOulq_oz_r1B6NOIYw8_Mmxva5L-I
246.0,Zayed University Academic Programs,https://admin.bayanat.ae/Home/DatasetInfo?dID=7_1sxYig3y-_gMId1cRXQ279BEoDzBvmzD5t7H2d1wQ
247.0,Faculty Headcounts by Rank and Contract Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=Vx8eve75GoohYWkw1lCkrBbW8rHppO-qfEu1jOdYIL4
248.0,Faculty Headcounts by Contract Type and Gender,https://admin.bayanat.ae/Home/DatasetInfo?dID=QHzFtaWaVYJprotXMO5x7N9Y9bK03-zVJxagzrxJ6Gs
249.0,Graduation Rate by Level Entry Type and Nationality Category,https://admin.bayanat.ae/Home/DatasetInfo?dID=uMrvWYrvBlOFdtHeOJMj8EMSI7FchQ9bQfD0vRbNjrw
250.0,Foreign trade between UAE Operating Free Zones and EFTA Countries,https://admin.bayanat.ae/Home/DatasetInfo?dID=XsqeZf4XYR6zPCawNNpcoNfF_Gp9LBGlJHw_e-0Y-4I
251.0,Foreign Trade Volume between UAE and the EFTA Countries,https://admin.bayanat.ae/Home/DatasetInfo?dID=Y6yAbfS98pw7qsyT1sYG6MiQWUF-VZOgOt_6P_zn5J4
252.0,Non-oil Foreign Trade between UAE and Singapore,https://admin.bayanat.ae/Home/DatasetInfo?dID=pS5Mh1rurOj6d5fQA1zljGMpgYi9Rtu5uu2T3-Qfo0k
253.0,Analysis of Gross Loss Ratio for Non-Life Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=-0TuqHl_juYzS9QAp9iLfa7Ug45c5vXT7lrp4wcgK28
254.0,Revenue & Expense Key Figures for Life Insurance Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=XGPVvm49Ei8enlur8398K4h4e3fbCAyim3sg59J6bDQ
255.0,Revenue & Expense Key Figures for Non-Life Insurance Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=DoKkRALMD8Bza7XjxeXpLlYeOEHlF2pwgGiCEx_Kr8k
256.0,Gross Loss Ratio For Non-Life Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=FMKdcNs4KJkFUrGhkM0Vz-MfjYalhIpvzntO-56oICI
257.0,Gross Loss Ratio For Motor Vehicle Insurance,https://admin.bayanat.ae/Home/DatasetInfo?dID=OLzPAkd5U3MvaEE0Z6OG5NaFDP1aDuIXjE_jieVhJxM
258.0,Revenue & Expense Key Figures for Life Medical Insurance Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=1P9p0_0Sh654MnO7At2Omcbj5th5EBXPSpxzUliY5gc
259.0,Analysis of Takaful Companies,https://admin.bayanat.ae/Home/DatasetInfo?dID=ke5faDqy5tOyh_3pHRnN0zYxNUnxpp5UYewIaGys9i4
260.0,Analysis Of Premiums For Non-Life National Companies,https://admin.bayanat.ae/Home/DatasetInfo?dID=ZGQqFH4lX1PITtX1Cq2JzczsWx6Ltr6dwQtG-YIJr94
261.0,Analysis of Invested Assets,https://admin.bayanat.ae/Home/DatasetInfo?dID=H4mFuO-5VPQ68y6veODDu3BbevPrD34aF5l0RfyWHUE
262.0,Analysis of Gross Written Premium for Non-Life Insurance,https://admin.bayanat.ae/Home/DatasetInfo?dID=OwvWgCfR3XgqkXHLp1_LN0ReFwf0HUH7_os5wmMIr_s
263.0,Analysis Of Paid & Outstanding Claims Of Non-Life Insurance Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=ZU10bApDk2dBVRbQSurm9TZEG8RSEt57ZY3GJtAuA8U
264.0,Analysis of Paid and Outstanding Claims of Individual & Group Policies,https://admin.bayanat.ae/Home/DatasetInfo?dID=wx5lWeteLYuw2GXEu5cY6mcrm5XxDeZ1XoAvBottWt4
265.0,Analysis of Life Insurance Business,https://admin.bayanat.ae/Home/DatasetInfo?dID=mlQNK4SMCb2WkjLOgQKtC3sCBKluR3TqR73vWXVGWoY
266.0,Analysis of Gross Written Premium for Non-Life Insurance,https://admin.bayanat.ae/Home/DatasetInfo?dID=3_gqZ4rsZoNjLmK3uN78hGEIwkvG-1smJXzAljUSfwA
267.0,Expenditures and Revenues of Saving and Capital Formation,https://admin.bayanat.ae/Home/DatasetInfo?dID=nuTuiddGgG5bnJy5YMAflMKeHJjPPBfaaNN0ZCzKsBs
268.0,Percentages of nationals in Federal Ministries that operates byanati system,https://admin.bayanat.ae/Home/DatasetInfo?dID=BWIY1O9zrRU9zHulXMl3G7vv7veBPkBEjHE5m22T49Y
269.0,"The number of employees in the federal agencies operating the system ""bayanati"" according to the Marital Status",https://admin.bayanat.ae/Home/DatasetInfo?dID=0mG0_adLpHagbpeOomWLqs2qJt2vxlJ14Z3Mu58VAYg
270.0,Monthly changes of the number of employees of the federal government in the operators of the system by nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=kejT-hR5c8mAPMs2vRXfdM5JnfWuFbWlxTeuUxpcVqI
271.0,Monthly changes of the number of federal government employees in the operators of the bayanati system,https://admin.bayanat.ae/Home/DatasetInfo?dID=FIT9uZGQlmD7dozZkmDyqTFZNFBB1HG9TOTaCG0qhvk
272.0,Monthly changes of the number of employees of the operators of the bayanati system by entity,https://admin.bayanat.ae/Home/DatasetInfo?dID=JFMiOBcl4uvTSVF0oqLiag8M8vUoFydgoOXOZzT9o4M
273.0,Emirates Interbank Offered Rates,https://admin.bayanat.ae/Home/DatasetInfo?dID=_ce0Pj25kZKjgCI1u7O_yTeTjQrhmCUONqJJlFvQ-9U
274.0,Eid Gift Project - Fund Amount,https://admin.bayanat.ae/Home/DatasetInfo?dID=Irh22u2kLFcExibQ_8RLqY2yrEvrSDPulmObmC9eGFM
275.0,The Chaste Families - Fund Amount,https://admin.bayanat.ae/Home/DatasetInfo?dID=9dQSAj3l3NeXpqBEh6MElboav01_6mZnUl9llKG1X8Q
276.0,The Chaste Families - Individuals Numbers,https://admin.bayanat.ae/Home/DatasetInfo?dID=DDLbKrFIa_Wm3wTg4EnHsB9uUO3loUm_CjQqUqW357Q
277.0,Eid Gift Project - Families Numbers,https://admin.bayanat.ae/Home/DatasetInfo?dID=LLA3VcjZ44fHq68Y6uXA4So49mIbHQ9jCMYSTbHUL6w
278.0,UAE rankings according to international studies,https://admin.bayanat.ae/Home/DatasetInfo?dID=x3a0MBJx6NNry-PHs-QbKZkhMAUumthx5cMw_WxpIkg
279.0,TRA statistics,https://admin.bayanat.ae/Home/DatasetInfo?dID=FKhQczCQzu_tuwXs7LX2UXsxrWQMTCyow1D07bWkg7o
280.0,UAE Satellites launched into space,https://admin.bayanat.ae/Home/DatasetInfo?dID=tHKyC5So-R8nxZpVoelwfznTclAA6j6lsV-9Kg4ORgg
